"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"Breakdown ","Jonathan Mostow",93,"Kathleen Quinlan","M.C. Gainey","J.T. Walsh","English",50129186,3.6e+07,0,"USA",6.9,"car breakdown|diner|jeep|paranoia|violence","Action","Crime","Drama",14129186,39.2477388888889
"Never Say Never Again ","Irvin Kershner",121,"Bernie Casey","Klaus Maria Brandauer","Barbara Carrera","English",55500000,3.6e+07,0,"UK",6.2,"british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead","Action","Adventure","Thriller",19500000,54.1666666666667
"Hot Tub Time Machine ","Steve Pink",101,"Charlie McDermott","Collette Wolfe","Crystal Lowe","English",50213619,3.6e+07,12000,"USA",6.4,"cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman","Comedy","Sci-Fi",NA,14213619,39.482275
"Dolphin Tale 2 ","Charles Martin Smith",107,"Morgan Freeman","Taylor Blackwell","Harry Connick Jr.","English",42019483,3.6e+07,0,"USA",6.4,"dolphin|latex gloves|medical scrubs|purple gloves|turtle","Drama","Family",NA,6019483,16.7207861111111
"Reindeer Games ","John Frankenheimer",124,"Charlize Theron","James Frain","Clarence Williams III","English",23360779,3.4e+07,852,"USA",5.7,"casino|christmas|christmas season|girlfriend|release from prison","Action","Adventure","Crime",-10639221,-31.2918264705882
"A Man Apart ","F. Gary Gray",109,"Vin Diesel","Jeff Kober","Larenz Tate","English",26183197,3.6e+07,0,"USA",6.1,"bust|dea|drug cartel|justice|tragic hero","Action","Crime","Drama",-9816803,-27.2688972222222
"Aloha ","Cameron Crowe",105,"Emma Stone","Bradley Cooper","Bill Murray","English",20991497,3.7e+07,11000,"USA",5.4,"box office flop|critically bashed|hawaii|one word title|written by director","Comedy","Drama","Romance",-16008503,-43.2662243243243
"Ghosts of Mississippi ","Rob Reiner",130,"Alexa PenaVega","Virginia Madsen","Craig T. Nelson","English",13052741,3.6e+07,591,"USA",6.7,"activist|assassin|civil rights|trial|widow","Drama","History",NA,-22947259,-63.7423861111111
"Snow Falling on Cedars ","Scott Hicks",127,"Rick Yune","Reeve Carney","Daniel von Bargen","English",14378353,3.6e+07,846,"USA",6.8,"fisherman|japanese|love|trial|washington state","Drama","Mystery","Romance",-21621647,-60.0601305555556
"The Rite ","Mikael Håfström",114,"Anthony Hopkins","Colin O'Donoghue","Toby Jones","English",33037754,3.7e+07,23000,"USA",6,"demon|exorcism|exorcist|faith|seminary","Drama","Horror","Mystery",-3962246,-10.708772972973
"Gattaca ","Andrew Niccol",106,"Blair Underwood","Xander Berkeley","Mason Gamble","English",12339633,3.6e+07,17000,"USA",7.8,"accident|future|genetics|mission|police","Drama","Sci-Fi","Thriller",-23660367,-65.7232416666667
"Isn't She Great ","Andrew Bergman",95,"Stockard Channing","Nathan Lane","John Larroquette","English",2954405,3.6e+07,133,"USA",5.3,"autistic son|cancer|female protagonist|new york city|son","Biography","Comedy","Romance",-33045595,-91.7933194444444
"Space Chimps ","Kirk De Micco",81,"Cheryl Hines","Kenan Thompson","Omid Abtahi","English",30105968,3.7e+07,279,"USA",4.5,"astronaut|attacked by a plant|planet|senator|space travel","Adventure","Animation","Comedy",-6894032,-18.6325189189189
"Head of State ","Chris Rock",95,"Bernie Mac","Dylan Baker","Tracy Morgan","English",37788228,35200000,638,"USA",5.4,"alderman|party|president|presidential candidate|washington d.c.","Comedy",NA,NA,2588228,7.35292045454545
"The Hangover ","Todd Phillips",108,"Bradley Cooper","Rob Riggle","Mike Epps","English",277313371,3.5e+07,24000,"USA",7.8,"drunkenness|female nudity|hangover|hedonism|morning after","Comedy",NA,NA,242313371,692.323917142857
"Ip Man 3 ","Wilson Yip",105,"Mike Tyson","Lynn Hung","Kwok-Kwan Chan","Cantonese",2126511,3.6e+07,12000,"Hong Kong",7.2,"1950s|cancer|hong kong|martial arts school|wing chun","Action","Biography","Drama",-33873489,-94.093025
"Austin Powers: The Spy Who Shagged Me ","Jay Roach",95,"Muse Watson","Verne Troyer","Robert Wagner","English",205399422,3.3e+07,0,"USA",6.6,"penis joke|phallic image|sexy agent|spy|volcano hideout","Action","Adventure","Comedy",172399422,522.422490909091
"Batman ","Tim Burton",126,"Michael Gough","Jack Palance","William Hootkins","English",251188924,3.5e+07,12000,"USA",7.6,"city|dc comics|gotham|pantyhose|police","Action","Adventure",NA,216188924,617.68264
"There Be Dragons ","Roland Joffé",102,"Jordi Mollà","Dougray Scott","Lily Cole","English",1068392,3.6e+07,2000,"Spain",5.9,"dying|forgiveness|saint|spanish civil war|starts with narration","Biography","Drama","War",-34931608,-97.0322444444444
"Lethal Weapon 3 ","Richard Donner",121,"Rene Russo","Nick Chinlund","Stuart Wilson","English",144731527,3.5e+07,0,"USA",6.7,"gangster|gun|internal affairs|police|police officer","Action","Crime","Thriller",109731527,313.518648571429
"The Blind Side ","John Lee Hancock",129,"Catherine Dyer","Quinton Aaron","Kim Dickens","English",255950375,2.9e+07,38000,"USA",7.7,"american football|based on true story|football star|high school football|left tackle","Biography","Drama","Sport",226950375,782.5875
"Rush Hour ",NA,43,"Jon Foo","Aimee Garcia","Wendie Malick","English",25517500,2e+07,0,"USA",5.8,NA,"Action","Comedy","Crime",5517500,27.5875
"Spy Kids ","Robert Rodriguez",88,"Alexa PenaVega","Cheech Marin","Daryl Sabara","English",112692062,3.5e+07,0,"USA",5.4,"brother sister relationship|espionage|rescue|secret agent|spy","Action","Adventure","Comedy",77692062,221.97732
"Horrible Bosses ","Seth Gordon",106,"Kevin Spacey","Lindsay Sloane","Reginald Ballard","English",117528646,3.5e+07,31000,"USA",6.9,"black comedy|boss|chemical company|dental assistant|murder","Comedy","Crime",NA,82528646,235.796131428571
"True Grit ","Ethan Coen",110,"Matt Damon","Jeff Bridges","Bruce Green","English",171031347,3.8e+07,36000,"USA",7.7,"arkansas|murder|sheriff|texas ranger|u.s. marshal","Adventure","Drama","Western",133031347,350.082492105263
"The Devil Wears Prada ","David Frankel",109,"Meryl Streep","Anne Hathaway","Rebecca Mader","English",124732962,3.5e+07,0,"USA",6.8,"fashion|fashion industry|magazine|new york city|publishing","Comedy","Drama","Romance",89732962,256.379891428571
"Star Trek: The Motion Picture ","Robert Wise",143,"Leonard Nimoy","Nichelle Nichols","Walter Koenig","English",82300000,3.5e+07,0,"USA",6.4,"alien|space|space station|spacecraft|warp speed","Adventure","Mystery","Sci-Fi",47300000,135.142857142857
"Identity Thief ","Seth Gordon",120,"Jon Favreau","Eric Stonestreet","T.I.","English",134455175,3.5e+07,17000,"USA",5.7,"bounty hunter|credit card|cross country|identity|police","Comedy","Crime",NA,99455175,284.157642857143
"Cape Fear ","Martin Scorsese",128,"Robert De Niro","Robert Mitchum","Joe Don Baker","English",79100000,3.5e+07,0,"USA",7.3,"lawyer|neo noir|prison|rapist|southern gothic","Crime","Thriller",NA,44100000,126
"21 ","Robert Luketic",123,"Kevin Spacey","Jim Sturgess","Josh Gad","English",81159365,3.5e+07,0,"USA",6.8,"based on true story|blackjack|card counting|gambling|massachusetts institute of technology","Crime","Drama","Thriller",46159365,131.8839
"Trainwreck ","Judd Apatow",129,"Amy Schumer","Randall Park","Josh Segarra","English",110008260,3.5e+07,25000,"Japan",6.3,"actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star","Comedy","Romance",NA,75008260,214.309314285714
"Guess Who ","Kevin Rodney Sullivan",105,"Bernie Mac","Nicole Sullivan","Sherri Shepherd","English",67962333,3.5e+07,919,"USA",5.9,"argument|engagement|family relationships|love|undressing","Comedy","Romance",NA,32962333,94.1780942857143
"The English Patient ","Anthony Minghella",162,"Colin Firth","Kristin Scott Thomas","Jürgen Prochnow","English",78651430,2.7e+07,0,"USA",7.4,"church|english|flashback|nurse|patient","Drama","Romance","War",51651430,191.301592592593
"L.A. Confidential ","Curtis Hanson",138,"Kevin Spacey","Matt McCoy","Paul Guilfoyle","English",64604977,3.5e+07,11000,"USA",8.3,"1950s|call girl|corruption|murder|police detective","Crime","Drama","Mystery",29604977,84.5856485714286
"Sky High ","Mike Mitchell",100,"Michael Angarano","Kelly Preston","Nicholas Braun","English",63939454,3.5e+07,0,"USA",6.2,"coming of age|friend|high school|sidekick|superpower","Adventure","Comedy","Family",28939454,82.6841542857143
"In & Out ","Frank Oz",90,"Tom Selleck","Wilford Brimley","Lauren Ambrose","English",63826569,3.5e+07,0,"USA",6.3,"academy award|gay|high school|reporter|teacher","Comedy",NA,NA,28826569,82.3616257142857
"Species ","Roger Donaldson",108,"Natasha Henstridge","Marg Helgenberger","Jordan Lund","English",60054449,3.5e+07,0,"USA",5.8,"alien|interspecies sex|scientist|sexual attraction|train","Action","Horror","Sci-Fi",25054449,71.58414
"A Nightmare on Elm Street ","Wes Craven",101,"Johnny Depp","Lin Shaye","Amanda Wyss","English",26505000,1800000,10000,"USA",7.5,"freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","Horror",NA,NA,24705000,1372.5
"The Cell ","Tarsem Singh",109,"Dylan Baker","Jake Weber","James Gammon","English",61280963,3.3e+07,0,"USA",6.3,"coma|fbi|race against time|serial killer|strong female lead","Horror","Sci-Fi","Thriller",28280963,85.6998878787879
"The Man in the Iron Mask ","Randall Wallace",132,"Leonardo DiCaprio","Anne Parillaud","Judith Godrèche","English",56876365,3.5e+07,0,"USA",6.4,"france|musketeer|three musketeers|twin|twin brother","Action","Adventure",NA,21876365,62.5039
"Secretariat ","Randall Wallace",123,"Scott Glenn","Kevin Connolly","Dylan Walsh","English",59699513,3.5e+07,0,"USA",7.2,"eccentric|horse racing|newspaper clipping|stallion|triple crown","Biography","Drama","Family",24699513,70.5700371428571
"TMNT ","Kevin Munroe",87,"Chris Evans","Sarah Michelle Gellar","Mako","English",54132596,3.4e+07,0,"Hong Kong",6.3,"martial arts master|monster|new york city|turtle|warrior","Action","Adventure","Animation",20132596,59.2135176470588
"Radio ","Michael Tollin",109,"Alfre Woodard","Riley Smith","Debra Winger","English",52277485,3.5e+07,0,"USA",6.9,"coach|football|football coach|high school|radio","Biography","Drama","Sport",17277485,49.3642428571429
"Friends with Benefits ","Will Gluck",109,"Mila Kunis","Justin Timberlake","Masi Oka","English",55802754,3.5e+07,41000,"USA",6.6,"blow job|female rear nudity|girl in panties|male objectification|no panties","Comedy","Romance",NA,20802754,59.43644
"Neighbors 2: Sorority Rising ","Nicholas Stoller",92,"Chloë Grace Moretz","Ike Barinholtz","Kiersey Clemons","English",55291815,3.5e+07,0,"USA",6,"bare chested male|gay|gay best friend|gay man|gay marriage proposal","Comedy",NA,NA,20291815,57.9766142857143
"Saving Mr. Banks ","John Lee Hancock",125,"Tom Hanks","Ruth Wilson","B.J. Novak","English",83299761,3.5e+07,39000,"USA",7.5,"author|disney|loss of father|reference to walt disney|suppression of emotion","Biography","Comedy","Drama",48299761,137.999317142857
"Malcolm X ","Spike Lee",202,"Denzel Washington","Delroy Lindo","Al Freeman Jr.","English",48169908,3.3e+07,0,"USA",7.7,"african american|black history|civil rights|ku klux klan|nation of islam","Biography","Drama","History",15169908,45.9694181818182
"This Is 40 ","Judd Apatow",134,"Charlyne Yi","Maude Apatow","Mackenzie Aladjem","English",67523385,3.5e+07,18000,"USA",6.2,"40th birthday|aging|birthday|sex|viagra","Comedy",NA,NA,32523385,92.9239571428571
"Old Dogs ","Walt Becker",88,"Robin Williams","Bernie Mac","Ann-Margret","English",49474048,3.5e+07,0,"USA",5.4,"best friend|business deal|impulse|public relations|twin","Comedy","Family",NA,14474048,41.3544228571429
"Underworld: Rise of the Lycans ","Patrick Tatopoulos",92,"Craig Parker","Kevin Grevioux","Steven Mackintosh","English",45802315,3.5e+07,0,"USA",6.6,"battle|slave|vampire|warrior|werewolf","Action","Adventure","Fantasy",10802315,30.8637571428571
"License to Wed ","Ken Kwapis",91,"Robin Williams","Christine Taylor","Mindy Kaling","English",43792641,3.5e+07,913,"USA",5.3,"box office flop|church|kissing|usa|wedding","Comedy","Romance",NA,8792641,25.1218314285714
"The Benchwarmers ","Dennis Dugan",75,"Jon Lovitz","Jon Heder","Tim Meadows","English",57651794,3.3e+07,0,"USA",5.6,"baseball|baseball team|bully|millionaire|team","Comedy","Romance","Sport",24651794,74.7024060606061
"Must Love Dogs ","Gary David Goldberg",98,"Stockard Channing","Victor Webster","Elizabeth Perkins","English",43894863,3e+07,0,"USA",5.9,"date|dating|dog|love|teacher","Comedy","Romance",NA,13894863,46.31621
"Donnie Brasco ","Mike Newell",147,"Johnny Depp","Al Pacino","Anne Heche","English",41954997,3.5e+07,0,"USA",7.8,"fbi|mafia|money|racial slur|singer","Biography","Crime","Drama",6954997,19.87142
"Resident Evil ","Paul W.S. Anderson",100,"Milla Jovovich","Jaymes Butler","Colin Salmon","English",39532308,3.3e+07,0,"UK",6.7,"amnesia|quarantine|special forces|virus|zombie","Action","Horror","Sci-Fi",6532308,19.7948727272727
"Poltergeist ","Tobe Hooper",120,"Heather O'Rourke","Zelda Rubinstein","Craig T. Nelson","English",76600000,10700000,11000,"USA",7.4,"ghost|haunted|haunting|house|paranormal investigator","Fantasy","Horror",NA,65900000,615.88785046729
"The Ladykillers ","Ethan Coen",104,"J.K. Simmons","Tom Hanks","Stephen Root","English",39692139,3.5e+07,0,"USA",6.2,"casino|irony of fate|landlady|professor|remake","Comedy","Crime","Thriller",4692139,13.4061114285714
"Max Payne ","John Moore",103,"Mila Kunis","Beau Bridges","Jamie Hector","English",40687294,3.5e+07,0,"Canada",5.4,"corporation|death|ex partner|hallucination|police detective","Action","Crime","Drama",5687294,16.2494114285714
"In Time ","Andrew Niccol",109,"Matt Bomer","Olivia Wilde","Justin Timberlake","English",37553932,4e+07,52000,"USA",6.7,"currency|future|murder|on the run|time","Action","Sci-Fi","Thriller",-2446068,-6.11517
"The Back-up Plan ","Alan Poul",104,"Danneel Ackles","Noureen DeWulf","Tom Bosley","English",37481242,3.5e+07,0,"USA",5.3,"artificial insemination|baby|cheese|chick flick|pet shop","Comedy","Romance",NA,2481242,7.08926285714286
"Something Borrowed ","Luke Greenfield",112,"Ashley Williams","Steve Howey","Kirsten Day","English",39026186,3.5e+07,13000,"USA",5.9,"best friend|crush|law school|lawyer|loud sex","Comedy","Drama","Romance",4026186,11.5033885714286
"Hit the Floor ",NA,60,"Jodi Lyn O'Keefe","Kimberly Elise","Logan Browning","English",25517500,2e+07,265,"USA",7,"affair|hip hop|sex scene","Drama","Romance",NA,5517500,27.5875
"Black Knight ","Gil Junger",95,"Tom Wilkinson","Marsha Thomason","Vincent Regan","English",33422806,5e+07,0,"USA",4.8,"14th century|king|knight|sword duel|time travel","Adventure","Comedy","Fantasy",-16577194,-33.154388
"The Bad News Bears ","Michael Ritchie",102,"Tatum O'Neal","Vic Morrow","Joyce Van Patten","English",25517500,2e+07,0,"USA",7.3,"baseball|california|coach|little league|swimming pool","Comedy","Drama","Family",5517500,27.5875
"Street Fighter ","Steven E. de Souza",102,"Ming-Na Wen","Raul Julia","Kylie Minogue","English",33423521,3.5e+07,0,"Japan",3.8,"guile|hostage|ransom|soldier|united nations","Action","Adventure","Comedy",-1576479,-4.50422571428571
"The Pianist ","Roman Polanski",150,"Emilia Fox","Frank Finlay","Ed Stoppard","English",32519322,3.5e+07,21000,"France",8.5,"ghetto|holocaust|jewish|piano|warsaw ghetto","Biography","Drama","War",-2480678,-7.08765142857143
"From Hell ","Albert Hughes",122,"Johnny Depp","Jason Flemyng","Ian Richardson","English",31598308,3.5e+07,0,"USA",6.8,"freemason|jack the ripper|opium|prostitute|victorian era","Horror","Mystery","Thriller",-3401692,-9.71912
"The Nativity Story ","Catherine Hardwicke",101,"Keisha Castle-Hughes","Hiam Abbass","Shaun Toub","English",37617947,3e+07,0,"USA",6.8,"angel|bethlehem|journey|nazareth|virgin","Drama","Family","Fantasy",7617947,25.3931566666667
"House of Wax ","Jaume Collet-Serra",108,"Robert Ri'chard","Paris Hilton","Brian Van Holt","English",32048809,3e+07,0,"Australia",5.3,"brother sister relationship|group of friends|male nudity|twin|wax","Horror",NA,NA,2048809,6.82936333333333
"Closer ","Mike Nichols",98,"Natalie Portman","Julia Roberts","Colin Stinton","English",33987757,2.7e+07,12000,"USA",7.3,"cheating wife|film camera|hasselblad camera|leica camera|medium format camera","Drama","Romance",NA,6987757,25.8805814814815
"J. Edgar ","Clint Eastwood",137,"Leonardo DiCaprio","Naomi Watts","Kaitlyn Dever","English",37304950,3.5e+07,16000,"USA",6.6,"agent|fbi|federal bureau of investigation|gay relationship|secret","Biography","Crime","Drama",2304950,6.58557142857143
"Mirrors ","Alexandre Aja",112,"Jason Flemyng","Cameron Boyce","Julian Glover","English",30691439,3.5e+07,5000,"USA",6.2,"estranged wife|evil|fire|medication|mirror","Horror","Mystery",NA,-4308561,-12.3101742857143
"Queen of the Damned ","Michael Rymer",101,"Aaliyah","Lena Olin","Bruce Spence","English",30307804,3.5e+07,0,"USA",5.2,"fatal attraction|interspecies romance|queen|supernatural power|vampire","Drama","Fantasy","Horror",-4692196,-13.4062742857143
"Predator 2 ","Stephen Hopkins",103,"Adam Baldwin","Robert Davi","Kevin Peter Hall","English",30669413,3.5e+07,0,"USA",6.2,"alien|drug lord|gang|hunter|predator","Action","Horror","Sci-Fi",-4330587,-12.3731057142857
"Untraceable ","Gregory Hoblit",101,"Billy Burke","Jesse Tyler Ferguson","Joseph Cross","English",28687835,3.5e+07,0,"USA",6.2,"cat|fbi agent|murder|serial killer|website","Crime","Drama","Thriller",-6312165,-18.0347571428571
